CHANNEL,SOLD_TO
RETAILCAPS,100055966
RETAILCAPS,100038133
CS OTHERS,100077191
RETAILCAPS,100034921
LKA,156056492
CS OTHERS,156063829
RETAILCAPS,100042003
RETAILCAPS,156063023
CS OTHERS,100029932
CS OTHERS,156058788
CS OTHERS,100037573
RETAILCAPS,100036345
GKA,156054836
RETAILCAPS,100041384
RETAILCAPS,100037684
CS OTHERS,100025399
RETAILCAPS,100039450
GKA,156055380
CS OTHERS,100123400
CS OTHERS,100086802
CS OTHERS,100107623
RETAILCAPS,100050894
RETAILCAPS,100060290
RETAILCAPS,PL5916V002
RETAILCAPS,100041778
GKA,100031110
LKA,156062847
RETAILCAPS,156064534
LKA,156057573
RETAILCAPS,100033333
CS OTHERS,156065717
GKA,156057106
CS OTHERS,156059073
RETAILCAPS,100061429
CS OXXO,156059139
CS OTHERS,100091482
RETAILCAPS,100028628
RETAILCAPS,100039415
GKA,100034640
RETAILCAPS,100127336
RETAILCAPS,100059277
CS OTHERS,100024607
RETAILCAPS,100039999
RETAILCAPS,100045413
RETAILCAPS,100040866
RETAILCAPS,PL5913S004
RETAILCAPS,100060945
WHOLESALES,156063407
RETAILCAPS,100050881
RETAILCAPS,PL5875S007
WHOLESALES,100077516
RETAILCAPS,100062578
GKA,156066495
RETAILCAPS,100052503
RETAILCAPS,100041780
GKA,100127907
LKA,156054625
CS OTHERS,100075503
WHOLESALES,156055230
GKA,100031195
RETAILCAPS,100048999
RETAILCAPS,100048941
RETAILCAPS,100096609
WHOLESALES,156061556
RETAILCAPS,100032700
RETAILCAPS,156055264
GKA,156056272
RETAILCAPS,100039299
RETAILCAPS,100064988
RETAILCAPS,100055933
RETAILCAPS,PL5914V002
RETAILCAPS,100062885
WHOLESALES,156052236
RETAILCAPS,156055429
CS OTHERS,156062006
RETAILCAPS,100049590
WHOLESALES,156052642
RETAILCAPS,100039196
WHOLESALES,156061691
RETAILCAPS,100035741
RETAILCAPS,100044725
RETAILCAPS,100047221
RETAILCAPS,100032343
LKA,156065081
WHOLESALES,100033508
NEWCHANNEL,156053099
RETAILCAPS,100056073
RETAILCAPS,100058854
RETAILCAPS,PL5891V035
RETAILCAPS,100064626
RETAILCAPS,100048891
RETAILCAPS,100029530
GKA,100079817
LKA,156054304
RETAILCAPS,100060426
WHOLESALES,156061073
RETAILCAPS,100049929
CS OTHERS,156062796
NEWCHANNEL,100069186
RETAILCAPS,100040336
LKA,156064868
LKA,156055124
RETAILCAPS,PL5862S902
RETAILCAPS,156055308
RETAILCAPS,100042417
RETAILCAPS,100044582
RETAILCAPS,100063738
RETAILCAPS,100061297
WHOLESALES,156053489
WHOLESALES,156064413
RETAILCAPS,100056527
RETAILCAPS,100046764
WHOLESALES,100077353
WHOLESALES,156061175
LKA,156054523
WHOLESALES,156055090
RETAILCAPS,100063409
WHOLESALES,156058672
CS OTHERS,156064318
WHOLESALES,156061118
GKA,100113292
RETAILCAPS,156101310
RETAILCAPS,100046061
CS OTHERS,100051992
RETAILCAPS,100057510
GKA,156057787
RETAILCAPS,100047628
GKA,156064438
RETAILCAPS,100058989
WHOLESALES,156054112
RETAILCAPS,156100614
CS OXXO,156061441
RETAILCAPS,PL5872V009
RETAILCAPS,100049370
CS OTHERS,156058818
LKA,156053895
RETAILCAPS,156100405
NEWCHANNEL,100030056
CS OTHERS,100105098
CS OXXO,156059140
CS OXXO,156062360
RETAILCAPS,100065901
WHOLESALES,156058725
RETAILCAPS,100062145
LKA,156066757
RETAILCAPS,100080183
GKA,156055698
GKA,156056074
RETAILCAPS,100058916
LKA,156062337
RETAILCAPS,100063061
RETAILCAPS,100044287
RETAILCAPS,100052035
CS OTHERS,100101153
WHOLESALES,156053516
RETAILCAPS,100061232
NEWCHANNEL,156056860
GKA,100026834
RETAILCAPS,PL5915V004
RETAILCAPS,100042365
GKA,156058124
RETAILCAPS,156100403
LKA,156062885
GKA,100036096
RETAILCAPS,PL5874S017
RETAILCAPS,100060543
RETAILCAPS,PL5903V008
RETAILCAPS,100025716
RETAILCAPS,100039873
WHOLESALES,156063778
RETAILCAPS,100036541
RETAILCAPS,100065241
GKA,100031171
LKA,156056114
NEWCHANNEL,156054500
GKA,100106661
RETAILCAPS,100038691
GKA,100116721
CS OTHERS,100106252
RETAILCAPS,156101075
RETAILCAPS,100047169
GKA,156058772
LKA,100040783
RETAILCAPS,100101837
WHOLESALES,156065275
WHOLESALES,156060570
RETAILCAPS,156063006
RETAILCAPS,100051600
RETAILCAPS,100127693
CS OTHERS,100088737
WHOLESALES,156054776
RETAILCAPS,100039601
WHOLESALES,156061906
RETAILCAPS,100051787
RETAILCAPS,100055793
RETAILCAPS,100060858
GKA,156064420
RETAILCAPS,100048297
RETAILCAPS,100056552
RETAILCAPS,100056506
RETAILCAPS,100127431
LKA,156065406
RETAILCAPS,100028640
RETAILCAPS,100048360
RETAILCAPS,156100406
RETAILCAPS,100031833
CS OTHERS,100032695
RETAILCAPS,100039592
WHOLESALES,156061584
RETAILCAPS,100090944
RETAILCAPS,100038421
LKA,100048075
RETAILCAPS,100054093
WHOLESALES,156060978
RETAILCAPS,100061218
WHOLESALES,156063676
RETAILCAPS,100056168
RETAILCAPS,100041121
LKA,100083350
RETAILCAPS,100062501
RETAILCAPS,PL5905V003
LKA,156057079
RETAILCAPS,100052501
RETAILCAPS,100051961
GKA,156057199
RETAILCAPS,100050802
RETAILCAPS,100056479
RETAILCAPS,156056550
CS OXXO,156062622
RETAILCAPS,100043443
GKA,156057696
CS OTHERS,100071921
RETAILCAPS,100061406
CS OTHERS,100032095
CS OXXO,156060874
RETAILCAPS,100050260
WHOLESALES,156061144
RETAILCAPS,100127453
RETAILCAPS,100048865
CS OTHERS,156063202
RETAILCAPS,100039660
RETAILCAPS,100060874
RETAILCAPS,PL5880S001
RETAILCAPS,100064657
RETAILCAPS,100074035
RETAILCAPS,100049152
WHOLESALES,156053403
RETAILCAPS,100058623
CS OTHERS,156059693
RETAILCAPS,100065621
RETAILCAPS,100049930
LKA,156056351
LKA,100104377
RETAILCAPS,100063434
RETAILCAPS,156100274
LKA,156056533
RETAILCAPS,100043235
GKA,156057941
LKA,156063621
RETAILCAPS,100050192
GKA,100126708
RETAILCAPS,100047010
RETAILCAPS,100039831
RETAILCAPS,100046624
LKA,100062301
LKA,100099352
CS OTHERS,100085665
RETAILCAPS,100044190
WHOLESALES,156052504
LKA,156058531
RETAILCAPS,100047930
WHOLESALES,156062805
RETAILCAPS,100042250
CS OTHERS,100107368
RETAILCAPS,100061340
RETAILCAPS,100043024
WHOLESALES,156064103
RETAILCAPS,100048859
CS OTHERS,100078691
RETAILCAPS,100063959
WHOLESALES,156062134
LKA,100099310
CS OTHERS,156056424
GKA,100110054
RETAILCAPS,100061358
RETAILCAPS,100037161
CS OTHERS,100085479
RETAILCAPS,PL5907V007
RETAILCAPS,100032236
WHOLESALES,156054265
RETAILCAPS,156064666
RETAILCAPS,100043524
WHOLESALES,156052615
LKA,100110280
RETAILCAPS,100044552
LKA,156058588
RETAILCAPS,156100864
RETAILCAPS,100023360
RETAILCAPS,100061215
RETAILCAPS,100044131
RETAILCAPS,100044355
LKA,100064568
WHOLESALES,156061885
RETAILCAPS,100047844
RETAILCAPS,100101988
RETAILCAPS,156062772
GKA,156055145
RETAILCAPS,100107979
RETAILCAPS,100061515
WHOLESALES,156059807
LKA,100099329
RETAILCAPS,100064975
LKA,156054685
WHOLESALES,100043344
RETAILCAPS,100060740
WHOLESALES,156060839
LKA,156057132
RETAILCAPS,100059703
RETAILCAPS,100051671
RETAILCAPS,100049501
RETAILCAPS,PL5887V031
RETAILCAPS,100047350
RETAILCAPS,100063007
CLUBES,156058367
RETAILCAPS,100054662
LKA,156065680
LKA,156066389
RETAILCAPS,100056503
WHOLESALES,156052706
CS OXXO,156062280
WHOLESALES,100083124
RETAILCAPS,100038507
CS OTHERS,100078867
CS OTHERS,100024741
WHOLESALES,156061549
WHOLESALES,156063363
RETAILCAPS,100033416
GKA,156057854
RETAILCAPS,100060388
RETAILCAPS,100036816
CS OTHERS,100071792
WHOLESALES,156052507
RETAILCAPS,100055137
RETAILCAPS,100041008
CS OTHERS,156064051
CS OTHERS,156063178
RETAILCAPS,PL5908V015
WHOLESALES,156059025
CS OTHERS,100034239
RETAILCAPS,100036965
RETAILCAPS,100055537
RETAILCAPS,100062891
GKA,156065828
RETAILCAPS,100034661
LKA,156065518
RETAILCAPS,156100229
RETAILCAPS,100059585
RETAILCAPS,100048152
WHOLESALES,156052253
RETAILCAPS,100055867
WHOLESALES,156057393
CS OTHERS,100032614
RETAILCAPS,100047623
RETAILCAPS,100039792
RETAILCAPS,100056667
CS OTHERS,156063763
RETAILCAPS,100041868
RETAILCAPS,100053501
RETAILCAPS,PL5886S011
GKA,100030699
WHOLESALES,156052090
WHOLESALES,156063465
LKA,156058622
RETAILCAPS,100056006
RETAILCAPS,PL5909V903
WHOLESALES,156053935
CS OTHERS,100083079
CS OTHERS,100103985
RETAILCAPS,100034815
RETAILCAPS,100044412
RETAILCAPS,100035742
LKA,156056497
GKA,100033173
CS OTHERS,100083047
CS OTHERS,100092957
CS OTHERS,100085634
RETAILCAPS,100049058
WHOLESALES,156052003
RETAILCAPS,100059375
RETAILCAPS,100056383
RETAILCAPS,100042226
RETAILCAPS,156061662
RETAILCAPS,100046043
RETAILCAPS,PL5879V020
RETAILCAPS,100039152
RETAILCAPS,156100077
RETAILCAPS,100040850
RETAILCAPS,100099164
CS OTHERS,100086667
RETAILCAPS,100053334
LKA,156058658
RETAILCAPS,100062599
RETAILCAPS,100048606
RETAILCAPS,100058241
GKA,100113185
WHOLESALES,156062381
RETAILCAPS,100054678
RETAILCAPS,100058722
RETAILCAPS,100056413
RETAILCAPS,100047334
RETAILCAPS,100029412
RETAILCAPS,100044615
GKA,156054845
RETAILCAPS,100044663
RETAILCAPS,100055205
RETAILCAPS,100061762
RETAILCAPS,100043995
GKA,100026746
RETAILCAPS,100043075
RETAILCAPS,100030967
GKA,100125972
RETAILCAPS,100039590
RETAILCAPS,156062947
RETAILCAPS,100032387
RETAILCAPS,100035343
GKA,100047722
RETAILCAPS,100041740
CS OTHERS,100085516
LKA,156063650
GKA,100116793
CS OTHERS,156063218
RETAILCAPS,PL5889V013
GKA,156056005
CS OTHERS,100084087
RETAILCAPS,100037491
GKA,100113606
WHOLESALES,156064306
RETAILCAPS,100037173
RETAILCAPS,100043885
RETAILCAPS,100068457
RETAILCAPS,100042888
LKA,156052957
RETAILCAPS,100066155
RETAILCAPS,100038915
WHOLESALES,100030433
RETAILCAPS,PL5867V901
RETAILCAPS,100034066
RETAILCAPS,156100443
LKA,100101328
RETAILCAPS,PL5875V012
RETAILCAPS,100045946
RETAILCAPS,100062893
CS OTHERS,100085424
P. SIGMA,100067731
RETAILCAPS,100054990
RETAILCAPS,100063322
RETAILCAPS,100048272
CS OTHERS,156059273
LKA,156062886
LKA,156059078
CS OXXO,156061300
RETAILCAPS,100045088
RETAILCAPS,100037365
RETAILCAPS,100063873
RETAILCAPS,100051952
RETAILCAPS,100054580
RETAILCAPS,100053569
GKA,156066729
RETAILCAPS,100049676
LKA,100115568
RETAILCAPS,100053383
LKA,156054172
P. SIGMA,156052764
RETAILCAPS,100041580
RETAILCAPS,100041528
NEWCHANNEL,156053587
RETAILCAPS,100056091
RETAILCAPS,100054157
RETAILCAPS,100047409
RETAILCAPS,100041393
WHOLESALES,156054017
RETAILCAPS,PL5891S025
RETAILCAPS,100060914
WHOLESALES,100080427
RETAILCAPS,PL5905V009
RETAILCAPS,100050542
CS OTHERS,156055872
CS OTHERS,156066761
CS OTHERS,156063474
RETAILCAPS,PL5889S006
RETAILCAPS,100043617
RETAILCAPS,100061070
LKA,156054333
CLUBES,156054395
RETAILCAPS,PL5909S024
RETAILCAPS,156063437
RETAILCAPS,100062571
RETAILCAPS,100052338
RETAILCAPS,100099203
RETAILCAPS,100091551
GKA,156055350
WHOLESALES,156062143
LKA,156053661
CS OTHERS,156062722
RETAILCAPS,156064780
LKA,156058475
RETAILCAPS,100026836
RETAILCAPS,100037890
RETAILCAPS,100058779
LKA,156064877
CS OTHERS,100114233
CS OTHERS,100085508
GKA,156058162
RETAILCAPS,156061839
NEWCHANNEL,156065164
RETAILCAPS,100059121
WHOLESALES,156061243
CS OTHERS,100091383
GKA,100030911
RETAILCAPS,100043169
RETAILCAPS,100099233
RETAILCAPS,100042401
RETAILCAPS,100066074
RETAILCAPS,100062160
RETAILCAPS,100057485
RETAILCAPS,100038712
RETAILCAPS,100063473
RETAILCAPS,100058382
GKA,100116722
CS OTHERS,100103460
RETAILCAPS,100056048
WHOLESALES,156052092
WHOLESALES,156061942
RETAILCAPS,100055901
RETAILCAPS,PL5877V014
RETAILCAPS,156055314
GKA,100031418
RETAILCAPS,100096445
RETAILCAPS,100054953
RETAILCAPS,156100474
CS OXXO,156063929
RETAILCAPS,100052891
RETAILCAPS,100045601
LKA,156064454
CS OTHERS,156059716
WHOLESALES,100068595
LKA,100045173
CS OTHERS,100024745
RETAILCAPS,100043261
RETAILCAPS,100041615
RETAILCAPS,PL5893V001
WHOLESALES,156060572
RETAILCAPS,PL5887V018
LKA,156056531
LKA,156058567
CS OXXO,156062781
WHOLESALES,156060357
CS OTHERS,100089832
RETAILCAPS,100037683
RETAILCAPS,100040303
RETAILCAPS,100061349
RETAILCAPS,100049298
GKA,100025631
GKA,156057368
RETAILCAPS,100060132
RETAILCAPS,100048384
RETAILCAPS,156062519
RETAILCAPS,100049812
RETAILCAPS,100063917
RETAILCAPS,100042270
RETAILCAPS,100048743
WHOLESALES,156060814
LKA,156061852
RETAILCAPS,100047572
RETAILCAPS,100061383
CS OTHERS,156058904
CS OTHERS,100072879
WHOLESALES,156060741
WHOLESALES,156052293
RETAILCAPS,100060136
RETAILCAPS,100057708
RETAILCAPS,100063540
RETAILCAPS,100047233
LKA,156054984
GKA,100102481
RETAILCAPS,156100218
RETAILCAPS,100095009
RETAILCAPS,100061859
RETAILCAPS,PL5887S009
RETAILCAPS,100051046
RETAILCAPS,100038735
RETAILCAPS,156066140
RETAILCAPS,156062538
RETAILCAPS,PL5876S003
RETAILCAPS,100033073
RETAILCAPS,100058483
RETAILCAPS,156062765
RETAILCAPS,100051556
CS OXXO,156061368
RETAILCAPS,100044182
RETAILCAPS,156100350
RETAILCAPS,100047895
RETAILCAPS,100036464
WHOLESALES,156060757
LKA,156052933
LKA,100120500
RETAILCAPS,100035712
CS OTHERS,100085448
RETAILCAPS,156064519
CS OTHERS,156064184
RETAILCAPS,PL5917V004
WHOLESALES,100030363
WHOLESALES,100123223
WHOLESALES,156052149
RETAILCAPS,100044750
LKA,156059598
RETAILCAPS,100051846
RETAILCAPS,156100788
RETAILCAPS,100060605
RETAILCAPS,156052398
GKA,156066617
GKA,156058187
RETAILCAPS,100038710
RETAILCAPS,100050657
RETAILCAPS,100053232
RETAILCAPS,100112436
GKA,156058185
LKA,156064788
RETAILCAPS,100041336
RETAILCAPS,PL5874V013
RETAILCAPS,PL5904S009
RETAILCAPS,100058152
RETAILCAPS,100065982
GKA,156057908
GKA,156053538
RETAILCAPS,100037789
RETAILCAPS,100055541
LKA,156056256
RETAILCAPS,100048250
RETAILCAPS,156101124
RETAILCAPS,100033040
RETAILCAPS,100045323
RETAILCAPS,PL5889V002
RETAILCAPS,100061370
RETAILCAPS,100037633
RETAILCAPS,100050585
GKA,156065585
RETAILCAPS,156100243
CS OTHERS,100085470
RETAILCAPS,100061470
RETAILCAPS,100036914
CS OTHERS,100100294
RETAILCAPS,PL5875V011
RETAILCAPS,100065004
LKA,156057631
RETAILCAPS,156100907
RETAILCAPS,100048674
RETAILCAPS,100035569
WHOLESALES,156061096
RETAILCAPS,100040704
CLUBES,100022876
RETAILCAPS,100043066
RETAILCAPS,100060899
RETAILCAPS,100066037
WHOLESALES,100058681
CS OTHERS,100069438
WHOLESALES,100118309
CS OTHERS,100085477
GKA,100054132
RETAILCAPS,100029171
GKA,100102490
RETAILCAPS,100052927
WHOLESALES,156052890
RETAILCAPS,100048057
RETAILCAPS,100057512
GKA,156055972
RETAILCAPS,100115114
RETAILCAPS,100035613
RETAILCAPS,100058169
CS OTHERS,100079119
CS OTHERS,100095258
RETAILCAPS,100038552
WHOLESALES,156058704
GKA,156056004
RETAILCAPS,PL5910V028
RETAILCAPS,100036215
RETAILCAPS,100044357
RETAILCAPS,100029203
RETAILCAPS,100036425
WHOLESALES,156054374
CS OTHERS,156062260
CLUBES,156054878
RETAILCAPS,100047847
CS OTHERS,100121036
RETAILCAPS,100049016
RETAILCAPS,156052080
CS OTHERS,100032711
RETAILCAPS,100032121
CS OTHERS,156065110
GKA,100111747
RETAILCAPS,100053240
RETAILCAPS,100056919
WHOLESALES,156061655
RETAILCAPS,100044360
RETAILCAPS,100054599
WHOLESALES,156062304
CS OXXO,156063995
CS OTHERS,156059761
RETAILCAPS,100040241
RETAILCAPS,100061726
RETAILCAPS,100057967
RETAILCAPS,PL5874S008
GKA,100109088
CS OTHERS,100085576
RETAILCAPS,100058633
WHOLESALES,156060054
RETAILCAPS,100057857
RETAILCAPS,100053182
RETAILCAPS,100046301
RETAILCAPS,100061097
RETAILCAPS,100040769
RETAILCAPS,156100121
RETAILCAPS,100061895
RETAILCAPS,PL5905S024
CS OTHERS,156062739
GKA,156055986
WHOLESALES,156054567
RETAILCAPS,100039828
RETAILCAPS,PL5881V005
LKA,100036018
WHOLESALES,156061233
RETAILCAPS,PL5889V001
RETAILCAPS,100058656
RETAILCAPS,100127561
GKA,100112008
RETAILCAPS,100050849
RETAILCAPS,100041468
RETAILCAPS,100041481
RETAILCAPS,100051706
GKA,156055731
RETAILCAPS,PL5862V005
LKA,156062412
WHOLESALES,156065166
RETAILCAPS,100052783
RETAILCAPS,156100141
RETAILCAPS,100045197
RETAILCAPS,100046377
RETAILCAPS,100053082
RETAILCAPS,100061053
RETAILCAPS,100066431
LKA,156053331
NEWCHANNEL,156053827
CS OXXO,156061278
WHOLESALES,156060611
LKA,156056375
RETAILCAPS,100056934
WHOLESALES,156055068
LKA,156052860
RETAILCAPS,100061083
RETAILCAPS,100051785
LKA,100106559
RETAILCAPS,100058639
RETAILCAPS,100044273
GKA,100026114
WHOLESALES,156052485
RETAILCAPS,100064327
RETAILCAPS,100061867
RETAILCAPS,100038625
CS OTHERS,156063164
RETAILCAPS,156100542
RETAILCAPS,100051352
CS OTHERS,156060342
RETAILCAPS,PL5895S003
WHOLESALES,156061706
RETAILCAPS,100063137
GKA,156054744
CS OXXO,156059177
RETAILCAPS,100047430
RETAILCAPS,100052659
RETAILCAPS,100044940
RETAILCAPS,100050250
RETAILCAPS,100039629
CS OTHERS,100033837
CS OTHERS,156062649
CS OTHERS,100085518
GKA,100025683
RETAILCAPS,100043856
RETAILCAPS,100043311
GKA,156055010
RETAILCAPS,100043069
RETAILCAPS,100059930
LKA,156056241
RETAILCAPS,100059578
RETAILCAPS,100035005
RETAILCAPS,100049613
WHOLESALES,100112818
CS OTHERS,100094844
RETAILCAPS,100045955
LKA,156052891
CS OTHERS,156062050
RETAILCAPS,100040512
WHOLESALES,156052018
RETAILCAPS,100051359
WHOLESALES,156060933
RETAILCAPS,100053832
RETAILCAPS,100052561
RETAILCAPS,156062986
RETAILCAPS,100055486
LKA,156057582
LKA,156052885
RETAILCAPS,100034861
WHOLESALES,156061216
RETAILCAPS,100041135
WHOLESALES,100034434
RETAILCAPS,100047607
RETAILCAPS,100052481
RETAILCAPS,100048096
RETAILCAPS,100048827
LKA,156059593
RETAILCAPS,100023463
RETAILCAPS,100046956
LKA,156064807
RETAILCAPS,100040021
RETAILCAPS,100040927
RETAILCAPS,100042369
RETAILCAPS,100041891
WHOLESALES,100106296
WHOLESALES,156063114
RETAILCAPS,100041925
GKA,100025989
CS OTHERS,100077576
GKA,156054800
LKA,156056183
RETAILCAPS,100057173
RETAILCAPS,100051489
RETAILCAPS,100064372
LKA,156056228
RETAILCAPS,100046029
RETAILCAPS,100065907
RETAILCAPS,156100012
GKA,100030898
RETAILCAPS,100040736
GKA,100031251
GKA,100051866
LKA,156055250
RETAILCAPS,100027494
WHOLESALES,156054448
CS OXXO,156061362
WHOLESALES,156053488
RETAILCAPS,100048109
RETAILCAPS,100065642
RETAILCAPS,100033547
CS OTHERS,156060118
RETAILCAPS,100049771
WHOLESALES,156062547
RETAILCAPS,100060001
WHOLESALES,156065372
CS OTHERS,100073970
LKA,100102707
CS OTHERS,100028256
RETAILCAPS,100025711
WHOLESALES,156061915
RETAILCAPS,PL5887V035
RETAILCAPS,100039815
RETAILCAPS,100044207
RETAILCAPS,100040269
RETAILCAPS,100047480
RETAILCAPS,100036539
RETAILCAPS,100051052
RETAILCAPS,100065625
CS OXXO,156059878
RETAILCAPS,100037771
RETAILCAPS,100064974
CS OTHERS,100077693
RETAILCAPS,100047216
RETAILCAPS,156064665
RETAILCAPS,156101088
GKA,156055614
GKA,100125935
WHOLESALES,156060627
CLUBES,156054209
LKA,156052853
RETAILCAPS,100039221
RETAILCAPS,100031603
RETAILCAPS,100120130
RETAILCAPS,100042229
CS OTHERS,100085627
RETAILCAPS,100060302
RETAILCAPS,100041015
RETAILCAPS,100052909
RETAILCAPS,100059796
RETAILCAPS,100044420
RETAILCAPS,PL5885S017
WHOLESALES,156052981
RETAILCAPS,100059630
CS OTHERS,100085435
RETAILCAPS,100059254
RETAILCAPS,156100193
GKA,156054782
RETAILCAPS,100045633
RETAILCAPS,100059320
RETAILCAPS,100050487
RETAILCAPS,100052026
RETAILCAPS,100059357
RETAILCAPS,100063581
RETAILCAPS,100039507
RETAILCAPS,100034075
CS OTHERS,100085452
CS OTHERS,100033895
RETAILCAPS,100046726
RETAILCAPS,100063373
RETAILCAPS,100045284
GKA,156055421
RETAILCAPS,100047490
RETAILCAPS,100056260
CS OTHERS,100085418
CS OTHERS,100086801
RETAILCAPS,100061187
RETAILCAPS,100046417
RETAILCAPS,100048823
LKA,156053675
RETAILCAPS,100062355
RETAILCAPS,100051178
NEWCHANNEL,156054434
RETAILCAPS,100065064
RETAILCAPS,PL5864V020
CS OTHERS,100083080
GKA,156054020
RETAILCAPS,100053805
RETAILCAPS,100048305
RETAILCAPS,100044771
RETAILCAPS,100077625
WHOLESALES,156052567
WHOLESALES,156062475
RETAILCAPS,100038706
RETAILCAPS,100033372
RETAILCAPS,100053374
CS OTHERS,156064455
RETAILCAPS,100050464
RETAILCAPS,100063550
GKA,100030551
RETAILCAPS,100041957
GKA,156056084
RETAILCAPS,100054636
RETAILCAPS,PL5900V003
RETAILCAPS,156066101
GKA,156058281
RETAILCAPS,100045404
RETAILCAPS,PL5889S041
RETAILCAPS,100046223
RETAILCAPS,100062815
RETAILCAPS,100052759
RETAILCAPS,100063166
RETAILCAPS,100065649
GKA,100070658
RETAILCAPS,100057218
LKA,156064802
CLUBES,156058390
RETAILCAPS,100047374
CS OTHERS,156059685
RETAILCAPS,PL5874V016
RETAILCAPS,100065063
RETAILCAPS,PL5875S009
RETAILCAPS,100040422
GKA,100025171
cs OTHERS,100081221
RETAILCAPS,100056063
GKA,100031257
LKA,156057074
LKA,156053638
RETAILCAPS,100039130
WHOLESALES,156063404
RETAILCAPS,100060896
CS OTHERS,100069685
RETAILCAPS,100053619
CS OTHERS,100074927
RETAILCAPS,100036647
CS OTHERS,100100637
RETAILCAPS,100030662
RETAILCAPS,156100512
RETAILCAPS,100051579
RETAILCAPS,100062754
WHOLESALES,100024917
RETAILCAPS,100048380
RETAILCAPS,100065567
CS OTHERS,100089171
RETAILCAPS,100039407
CS OTHERS,156063155
RETAILCAPS,100057367
RETAILCAPS,100039826
RETAILCAPS,100043450
WHOLESALES,156063286
WHOLESALES,156052814
GKA,100031495
RETAILCAPS,100047902
RETAILCAPS,100060077
CS OTHERS,156065751
LKA,156065863
WHOLESALES,156059683
RETAILCAPS,100048030
RETAILCAPS,156100426
RETAILCAPS,100046890
CS OTHERS,100084127
RETAILCAPS,156066093
RETAILCAPS,PL5919V022
GKA,156056051
RETAILCAPS,100059985
RETAILCAPS,100065254
RETAILCAPS,156054577
RETAILCAPS,100039827
CS OXXO,156059200
GKA,100035743
RETAILCAPS,100042047
GKA,100030919
GKA,100102431
RETAILCAPS,100044343
RETAILCAPS,156060179
RETAILCAPS,100056212
RETAILCAPS,100045009
WHOLESALES,156061075
RETAILCAPS,156100185
GKA,100113825
RETAILCAPS,156101106
RETAILCAPS,100057516
RETAILCAPS,100054366
RETAILCAPS,156055489
RETAILCAPS,100063855
GKA,156065573
RETAILCAPS,100057592
RETAILCAPS,100055532
RETAILCAPS,100046368
RETAILCAPS,100058857
RETAILCAPS,156059443
LKA,100117947
NEWCHANNEL,156053385
RETAILCAPS,100038402
RETAILCAPS,100053246
RETAILCAPS,100061203
LKA,156062860
CS OTHERS,156064036
RETAILCAPS,100058416
GKA,156066746
NEWCHANNEL,156060397
RETAILCAPS,100062916
RETAILCAPS,100039182
CS OTHERS,100082493
RETAILCAPS,100028342
CS OXXO,156061488
RETAILCAPS,100039311
RETAILCAPS,PL5901S021
RETAILCAPS,156064462
RETAILCAPS,PL5875S901
WHOLESALES,100033712
RETAILCAPS,100027459
CS OTHERS,156063128
NEWCHANNEL,100069457
RETAILCAPS,100038498
RETAILCAPS,100048621
LKA,100031713
CS OTHERS,100085499
RETAILCAPS,100048228
LKA,156063652
RETAILCAPS,PL5904V902
RETAILCAPS,156101295
RETAILCAPS,100044819
CS OXXO,156059167
RETAILCAPS,100061639
CS OTHERS,156063146
WHOLESALES,156052089
RETAILCAPS,100041506
RETAILCAPS,100033993
LKA,156066458
RETAILCAPS,100057189
RETAILCAPS,100051357
RETAILCAPS,156064648
NEWCHANNEL,156053449
CS OTHERS,156062093
WHOLESALES,156056902
RETAILCAPS,100047903
LKA,156056170
RETAILCAPS,100051822
GKA,100033936
RETAILCAPS,100048012
RETAILCAPS,156100375
RETAILCAPS,100042328
RETAILCAPS,156052426
RETAILCAPS,100039727
RETAILCAPS,100063748
RETAILCAPS,100036881
RETAILCAPS,100037645
RETAILCAPS,100043119
CS OTHERS,156062064
LKA,100072975
RETAILCAPS,100051320
GKA,156058961
RETAILCAPS,PL5863S008
RETAILCAPS,100064166
RETAILCAPS,100036817
CS OTHERS,156065006
GKA,100067302
RETAILCAPS,100032138
WHOLESALES,156061094
RETAILCAPS,100066404
RETAILCAPS,100050455
LKA,156059566
RETAILCAPS,100054323
RETAILCAPS,PL5871S008
RETAILCAPS,156101132
RETAILCAPS,100061300
RETAILCAPS,100048370
RETAILCAPS,100043941
WHOLESALES,100119386
RETAILCAPS,100039804
RETAILCAPS,100043618
RETAILCAPS,100055538
RETAILCAPS,100060292
RETAILCAPS,100050592
RETAILCAPS,PL5879V012
RETAILCAPS,100059440
LKA,156054380
RETAILCAPS,100051604
RETAILCAPS,100043870
RETAILCAPS,100037146
WHOLESALES,156053129
RETAILCAPS,100050717
RETAILCAPS,156064304
