CHANNEL,SOLD_TO
RETAILCAPS,100045835
RETAILCAPS,100061057
RETAILCAPS,100066117
RETAILCAPS,100042425
RETAILCAPS,100058262
RETAILCAPS,100049608
GKA,100113174
GKA,156054901
RETAILCAPS,100028382
RETAILCAPS,100054362
WHOLESALES,100120370
CS OTHERS,156063156
RETAILCAPS,100051048
LKA,100062281
GKA,156057792
RETAILCAPS,100039090
RETAILCAPS,100064312
NEWCHANNEL,100032769
RETAILCAPS,100049489
GKA,100069441
RETAILCAPS,PL5903S009
GKA,156056043
RETAILCAPS,100040488
GKA,156056105
LKA,156054690
RETAILCAPS,100063301
RETAILCAPS,100048050
CLUBES,156055547
RETAILCAPS,100116497
RETAILCAPS,100060977
LKA,156065539
RETAILCAPS,100046910
CS OXXO,156063942
GKA,156055131
RETAILCAPS,100063702
RETAILCAPS,100058657
CS OTHERS,100054608
RETAILCAPS,100055440
GKA,100052538
WHOLESALES,156054504
RETAILCAPS,100053402
NEWCHANNEL,100023434
CS OTHERS,100076866
RETAILCAPS,100066176
GKA,156064267
LKA,156062602
RETAILCAPS,100038415
WHOLESALES,156063678
RETAILCAPS,100044529
RETAILCAPS,100054977
WHOLESALES,156053242
RETAILCAPS,156100301
LKA,156064052
WHOLESALES,156063554
RETAILCAPS,100051130
RETAILCAPS,100058765
RETAILCAPS,100039279
RETAILCAPS,100059547
CLUBES,156053282
RETAILCAPS,100127128
RETAILCAPS,100054165
RETAILCAPS,100052019
WHOLESALES,156063857
RETAILCAPS,100040507
NEWCHANNEL,156056869
GKA,156065809
RETAILCAPS,156100953
NEWCHANNEL,100116812
RETAILCAPS,100048503
RETAILCAPS,100048158
RETAILCAPS,100049239
RETAILCAPS,100040067
GKA,156054083
RETAILCAPS,100060274
RETAILCAPS,100042113
RETAILCAPS,156101391
RETAILCAPS,100043198
RETAILCAPS,100075981
RETAILCAPS,100041670
RETAILCAPS,100047946
WHOLESALES,156061552
WHOLESALES,156055493
RETAILCAPS,100043842
CS OTHERS,156064147
CS OTHERS,100069699
GKA,100029431
RETAILCAPS,100059846
P. SIGMA,156066526
RETAILCAPS,100047494
WHOLESALES,156058745
CLUBES,156065246
LKA,156054660
WHOLESALES,156055735
CS OTHERS,100076216
RETAILCAPS,100046632
RETAILCAPS,100041292
GKA,156053786
RETAILCAPS,100055884
LKA,156064905
RETAILCAPS,100045281
WHOLESALES,156056642
CS OXXO,156061297
LKA,100099384
GKA,156058075
RETAILCAPS,100051483
RETAILCAPS,100029899
RETAILCAPS,100037237
RETAILCAPS,100065235
RETAILCAPS,100061520
RETAILCAPS,100043805
RETAILCAPS,100062182
CS OXXO,156063136
CS OXXO,156060238
RETAILCAPS,100053347
CS OTHERS,100032020
LKA,100106966
RETAILCAPS,100058883
LKA,156059617
WHOLESALES,156060163
LKA,156054152
RETAILCAPS,100028254
RETAILCAPS,100062641
P. SIGMA,156053131
RETAILCAPS,100048917
RETAILCAPS,156101327
RETAILCAPS,100044555
LKA,156052783
LKA,100069447
RETAILCAPS,100054103
RETAILCAPS,100043419
WHOLESALES,156059812
CS OTHERS,100085531
CS OXXO,156056237
RETAILCAPS,PL5894V006
RETAILCAPS,100052737
RETAILCAPS,100046443
RETAILCAPS,100036341
WHOLESALES,156059003
CS OTHERS,100072810
RETAILCAPS,PL5895V004
CS OTHERS,100085671
CS OTHERS,100082454
CS OTHERS,100041781
RETAILCAPS,PL5893V011
WHOLESALES,156060063
GKA,100055032
GKA,100127901
RETAILCAPS,100035906
RETAILCAPS,PL5883V026
RETAILCAPS,100042421
RETAILCAPS,100042433
CS OTHERS,156063177
RETAILCAPS,PL5915V902
CS OTHERS,100113663
RETAILCAPS,PL5891S019
RETAILCAPS,100029773
RETAILCAPS,100035377
LKA,100072976
GKA,100035879
GKA,100113842
WHOLESALES,156060791
WHOLESALES,156052640
LKA,156063597
RETAILCAPS,156100241
WHOLESALES,156053967
RETAILCAPS,156055635
RETAILCAPS,100057498
RETAILCAPS,100063433
RETAILCAPS,100042133
RETAILCAPS,100065216
RETAILCAPS,100036295
RETAILCAPS,PL5889S024
RETAILCAPS,100052542
RETAILCAPS,100043742
RETAILCAPS,100044391
RETAILCAPS,100041853
GKA,156057832
RETAILCAPS,100048267
RETAILCAPS,100039603
WHOLESALES,100025180
RETAILCAPS,100065067
LKA,156054980
GKA,100113709
GKA,100081924
WHOLESALES,156052991
WHOLESALES,100035798
WHOLESALES,156064079
WHOLESALES,156052815
RETAILCAPS,100044811
CLUBES,156053988
RETAILCAPS,PL5891V027
RETAILCAPS,100050495
RETAILCAPS,156100987
RETAILCAPS,156057312
LKA,156054082
GKA,100102373
RETAILCAPS,100043838
RETAILCAPS,100042346
GKA,100102335
RETAILCAPS,100058981
RETAILCAPS,100060544
CS OTHERS,100085788
RETAILCAPS,156066061
RETAILCAPS,PL5886V041
RETAILCAPS,100048199
RETAILCAPS,100049184
RETAILCAPS,100049547
RETAILCAPS,100064154
RETAILCAPS,100050291
RETAILCAPS,100062842
RETAILCAPS,100061754
RETAILCAPS,100048117
CS OTHERS,100085461
WHOLESALES,156052243
RETAILCAPS,100055010
LKA,156057633
RETAILCAPS,100051833
RETAILCAPS,100040942
RETAILCAPS,100059625
RETAILCAPS,100046741
RETAILCAPS,100043108
WHOLESALES,100067466
RETAILCAPS,100050857
RETAILCAPS,100036649
WHOLESALES,100058682
RETAILCAPS,100048745
WHOLESALES,156056904
RETAILCAPS,100038307
CS OTHERS,100087057
RETAILCAPS,100043328
RETAILCAPS,100050039
RETAILCAPS,100043536
RETAILCAPS,100055505
RETAILCAPS,100042992
RETAILCAPS,100032886
CLUBES,156053825
GKA,156057786
RETAILCAPS,100069964
CS OTHERS,100047724
CS OTHERS,100034397
RETAILCAPS,100061022
GKA,156057857
RETAILCAPS,100096629
RETAILCAPS,100047469
CS OTHERS,100107714
WHOLESALES,156052646
WHOLESALES,156057310
RETAILCAPS,100053470
RETAILCAPS,100053795
CS OXXO,156059861
RETAILCAPS,156100620
RETAILCAPS,156100921
RETAILCAPS,100051188
RETAILCAPS,100056965
RETAILCAPS,100063127
LKA,100071930
RETAILCAPS,100064024
RETAILCAPS,100038987
CS OTHERS,100032724
RETAILCAPS,156063068
RETAILCAPS,100056635
RETAILCAPS,100065337
RETAILCAPS,100046466
WHOLESALES,100023319
WHOLESALES,156053693
RETAILCAPS,100044702
CS OTHERS,100078870
CLUBES,156053696
CS OXXO,156060269
RETAILCAPS,100033679
WHOLESALES,156061769
CS OTHERS,100122846
RETAILCAPS,100033951
RETAILCAPS,100048327
RETAILCAPS,100049119
CS OXXO,156059848
RETAILCAPS,100054183
RETAILCAPS,156057277
RETAILCAPS,100043376
RETAILCAPS,100048920
GKA,156058066
GKA,156064405
RETAILCAPS,156064743
CS OTHERS,100120530
RETAILCAPS,100027462
LKA,156052760
RETAILCAPS,100053089
RETAILCAPS,100039556
CS OTHERS,100086713
WHOLESALES,100064565
LKA,156056139
GKA,156058086
RETAILCAPS,100043040
RETAILCAPS,156055647
RETAILCAPS,PL5886V020
WHOLESALES,156052378
WHOLESALES,156052126
RETAILCAPS,PL5913V008
LKA,156058504
RETAILCAPS,100061637
RETAILCAPS,156064691
RETAILCAPS,100066170
WHOLESALES,156063312
RETAILCAPS,100047801
WHOLESALES,156060833
RETAILCAPS,100043403
RETAILCAPS,100035430
CS OTHERS,156057231
CS OTHERS,100118181
RETAILCAPS,100052954
GKA,100066527
WHOLESALES,156061833
RETAILCAPS,PL5970S010
RETAILCAPS,100060597
RETAILCAPS,100060162
CS OTHERS,100085428
RETAILCAPS,156100930
NEWCHANNEL,156054441
RETAILCAPS,156063015
WHOLESALES,156053178
LKA,156058620
RETAILCAPS,100051868
RETAILCAPS,100064067
CS OTHERS,100076209
RETAILCAPS,100043439
CS OTHERS,100085635
RETAILCAPS,100051550
RETAILCAPS,156062990
RETAILCAPS,100063193
CS OXXO,156061275
CLUBES,156053588
CS OTHERS,156057386
WHOLESALES,156061638
LKA,156052984
CS OTHERS,100112536
RETAILCAPS,PL5891V012
RETAILCAPS,156100714
RETAILCAPS,100044525
RETAILCAPS,100050003
WHOLESALES,156054605
RETAILCAPS,100044812
CS OTHERS,156065077
RETAILCAPS,100049523
CS OTHERS,100084223
RETAILCAPS,100055511
GKA,100061502
RETAILCAPS,100042145
WHOLESALES,156062283
RETAILCAPS,156064728
CS OTHERS,100085550
RETAILCAPS,100115121
RETAILCAPS,100048792
RETAILCAPS,100047448
WHOLESALES,156060414
RETAILCAPS,100047127
GKA,156056088
RETAILCAPS,PL5886S903
WHOLESALES,156054311
CS OTHERS,156059961
RETAILCAPS,100048442
RETAILCAPS,100049177
RETAILCAPS,100048160
CS OTHERS,156059789
WHOLESALES,156053003
WHOLESALES,156052296
RETAILCAPS,156054926
CS OXXO,100104352
RETAILCAPS,100040396
RETAILCAPS,156054910
RETAILCAPS,100064717
WHOLESALES,156060944
RETAILCAPS,156100092
RETAILCAPS,100058563
LKA,100105315
RETAILCAPS,100055960
RETAILCAPS,100056839
LKA,156056187
CLUBES,156065237
CS OTHERS,100106024
NEWCHANNEL,156056304
RETAILCAPS,100052510
CS OTHERS,156065095
WHOLESALES,156061223
WHOLESALES,156054088
CS OTHERS,100084124
RETAILCAPS,100066350
RETAILCAPS,100056062
RETAILCAPS,100065013
WHOLESALES,156058978
RETAILCAPS,100041504
RETAILCAPS,100056925
RETAILCAPS,100047124
RETAILCAPS,100050255
GKA,100113718
CS OTHERS,100088302
RETAILCAPS,100048949
GKA,156055210
RETAILCAPS,100055594
CS OXXO,156062364
WHOLESALES,100081784
RETAILCAPS,100040328
RETAILCAPS,100041439
RETAILCAPS,100075411
CS OTHERS,156062223
CS OTHERS,156057229
RETAILCAPS,100041212
LKA,156052799
RETAILCAPS,100045874
WHOLESALES,156063530
RETAILCAPS,100058732
RETAILCAPS,100056665
RETAILCAPS,100054960
CS OXXO,156061293
RETAILCAPS,100044554
RETAILCAPS,100052879
WHOLESALES,100030355
RETAILCAPS,100043228
RETAILCAPS,100062188
RETAILCAPS,100038299
GKA,156065277
RETAILCAPS,100041033
WHOLESALES,156065606
RETAILCAPS,PL5919V012
RETAILCAPS,100065186
RETAILCAPS,100046694
RETAILCAPS,100051591
LKA,156065016
RETAILCAPS,100084503
RETAILCAPS,PL5917V010
NEWCHANNEL,100036845
RETAILCAPS,100034608
RETAILCAPS,PL5915S901
CS OXXO,156059141
RETAILCAPS,100101450
RETAILCAPS,156100362
RETAILCAPS,100049321
RETAILCAPS,156100236
RETAILCAPS,100035595
RETAILCAPS,PL5877V022
CS OTHERS,100091484
RETAILCAPS,100055893
RETAILCAPS,100046219
GKA,156055989
GKA,156064590
RETAILCAPS,100042124
RETAILCAPS,100053467
GKA,100105363
RETAILCAPS,156065141
RETAILCAPS,100042852
RETAILCAPS,100048153
RETAILCAPS,100064131
WHOLESALES,156052481
CS OTHERS,100090441
RETAILCAPS,100048261
RETAILCAPS,100036025
WHOLESALES,156062298
GKA,156055979
RETAILCAPS,100053584
WHOLESALES,156058852
GKA,156056094
RETAILCAPS,100042617
GKA,100126929
GKA,100122104
RETAILCAPS,100040710
GKA,156057998
RETAILCAPS,100052580
WHOLESALES,156054167
WHOLESALES,100030307
RETAILCAPS,100090012
LKA,156055932
RETAILCAPS,100055334
RETAILCAPS,100053926
RETAILCAPS,100066325
RETAILCAPS,100035861
CS OTHERS,100034250
GKA,156057302
RETAILCAPS,100038898
CS OTHERS,156064035
CS OTHERS,156064991
RETAILCAPS,100052948
RETAILCAPS,PL5877S901
RETAILCAPS,PL5862S006
RETAILCAPS,100058187
RETAILCAPS,100054553
RETAILCAPS,100048431
RETAILCAPS,100048156
RETAILCAPS,100039628
RETAILCAPS,100032340
P. SIGMA,100054594
RETAILCAPS,100062906
RETAILCAPS,100061082
RETAILCAPS,156101064
CS OXXO,156058654
RETAILCAPS,100043851
RETAILCAPS,100065776
GKA,100109055
GKA,100069097
RETAILCAPS,100048496
RETAILCAPS,100038280
RETAILCAPS,156055476
RETAILCAPS,100039772
RETAILCAPS,100050474
RETAILCAPS,100044288
CS OTHERS,100103511
RETAILCAPS,100060972
RETAILCAPS,100062125
RETAILCAPS,156052329
RETAILCAPS,100047881
RETAILCAPS,100127346
RETAILCAPS,PL5898S007
RETAILCAPS,100042239
RETAILCAPS,100063477
RETAILCAPS,156066126
RETAILCAPS,100060824
LKA,156060008
CS OTHERS,156060457
WHOLESALES,156056927
RETAILCAPS,100044623
RETAILCAPS,100064770
RETAILCAPS,PL5899S014
WHOLESALES,156061543
RETAILCAPS,PL5910S020
CS OXXO,156059874
RETAILCAPS,100057542
RETAILCAPS,100032328
CS OTHERS,156062702
LKA,156056327
RETAILCAPS,100057135
RETAILCAPS,156066127
RETAILCAPS,100047673
RETAILCAPS,100043657
RETAILCAPS,100044324
CS OTHERS,100103456
RETAILCAPS,100049932
RETAILCAPS,100057986
CS OTHERS,100085423
WHOLESALES,100115398
RETAILCAPS,100039364
RETAILCAPS,100062183
GKA,156058056
LKA,156055033
CS OTHERS,156059988
CS OTHERS,100073191
WHOLESALES,156061533
LKA,100072922
RETAILCAPS,100038230
RETAILCAPS,100045556
CS OTHERS,156062910
CS OTHERS,100026864
RETAILCAPS,100038446
RETAILCAPS,100052814
RETAILCAPS,100043830
CS OTHERS,100085500
CS OTHERS,156062239
RETAILCAPS,156062144
RETAILCAPS,PL5869S022
LKA,156062321
RETAILCAPS,100060681
GKA,156065832
RETAILCAPS,PL5884V049
RETAILCAPS,100029795
LKA,100062356
RETAILCAPS,100051446
RETAILCAPS,PL5864S002
RETAILCAPS,156063379
WHOLESALES,156052950
CS OTHERS,100127937
RETAILCAPS,100040045
LKA,156053615
NEWCHANNEL,100069189
WHOLESALES,156060712
RETAILCAPS,100048944
RETAILCAPS,100050719
CS OTHERS,100079168
RETAILCAPS,100037236
CS OTHERS,156059063
LKA,156064582
RETAILCAPS,100060661
CS OTHERS,100100667
RETAILCAPS,100063077
RETAILCAPS,PL5909S006
RETAILCAPS,100055658
RETAILCAPS,100064367
CS OTHERS,100076917
LKA,100126611
RETAILCAPS,156064570
RETAILCAPS,100046033
GKA,100025312
RETAILCAPS,PL5885S014
RETAILCAPS,100051460
CS OTHERS,100084117
RETAILCAPS,PL5888S028
RETAILCAPS,PL5875V901
RETAILCAPS,PL5891S033
RETAILCAPS,100027595
RETAILCAPS,PL5918S009
LKA,156064834
RETAILCAPS,PL5864V024
RETAILCAPS,100053777
RETAILCAPS,100054080
CS OTHERS,100085590
RETAILCAPS,100046407
CS OTHERS,100084039
RETAILCAPS,PL5892S005
RETAILCAPS,100053729
RETAILCAPS,100064634
RETAILCAPS,156100024
RETAILCAPS,100050090
NEWCHANNEL,100029508
CS OTHERS,156057035
RETAILCAPS,100053136
CS OTHERS,156060140
GKA,100116783
RETAILCAPS,100049050
RETAILCAPS,100063577
WHOLESALES,156052745
GKA,100113843
RETAILCAPS,100053766
LKA,156065132
CS OTHERS,100076218
WHOLESALES,156058969
CS OTHERS,156062785
WHOLESALES,156063696
RETAILCAPS,100030065
RETAILCAPS,100032451
CS OXXO,156060229
WHOLESALES,100030338
RETAILCAPS,100051920
WHOLESALES,156061199
CS OTHERS,100091883
RETAILCAPS,156062442
RETAILCAPS,100046891
RETAILCAPS,100062307
RETAILCAPS,100040033
RETAILCAPS,100032689
LKA,100035800
WHOLESALES,156056985
LKA,156065054
CS OTHERS,156065622
RETAILCAPS,100058948
RETAILCAPS,PL5910S021
LKA,100073000
RETAILCAPS,100043101
RETAILCAPS,100055836
RETAILCAPS,100064649
RETAILCAPS,100048586
WHOLESALES,156064097
GKA,156055456
RETAILCAPS,100052545
RETAILCAPS,100043836
CS OTHERS,156062789
RETAILCAPS,100049178
WHOLESALES,156060599
GKA,100084448
CS OTHERS,156065762
CS OTHERS,156061984
RETAILCAPS,100040518
RETAILCAPS,100055188
CS OTHERS,100077649
WHOLESALES,156052531
RETAILCAPS,156100537
RETAILCAPS,100061036
RETAILCAPS,PL5873S009
GKA,156057798
RETAILCAPS,100056877
RETAILCAPS,100043317
RETAILCAPS,100059954
WHOLESALES,156061932
RETAILCAPS,100058392
CS OTHERS,100085425
RETAILCAPS,100062987
RETAILCAPS,100036770
RETAILCAPS,100044945
GKA,100102354
WHOLESALES,156052770
RETAILCAPS,100046023
WHOLESALES,156060580
RETAILCAPS,100032212
RETAILCAPS,100052819
WHOLESALES,100078468
RETAILCAPS,PL5873V025
RETAILCAPS,100054948
RETAILCAPS,100050974
GKA,156066412
RETAILCAPS,PL5917S001
WHOLESALES,156063574
CS OTHERS,100078853
GKA,156057737
RETAILCAPS,100066135
RETAILCAPS,100048826
RETAILCAPS,100046215
GKA,100113696
RETAILCAPS,100031793
GKA,100031021
GKA,100029382
RETAILCAPS,100045374
WHOLESALES,156054294
RETAILCAPS,100040371
WHOLESALES,156055185
RETAILCAPS,100029243
RETAILCAPS,100064048
WHOLESALES,100027178
RETAILCAPS,100065002
RETAILCAPS,156100186
CS OTHERS,100034240
RETAILCAPS,100039356
RETAILCAPS,100062939
LKA,156057564
WHOLESALES,156053912
RETAILCAPS,156100153
RETAILCAPS,100050311
RETAILCAPS,100033932
RETAILCAPS,100055444
CS OTHERS,100106009
NEWCHANNEL,156056741
RETAILCAPS,156101317
RETAILCAPS,100052418
LKA,156054487
RETAILCAPS,PL5890V047
CLUBES,156054324
RETAILCAPS,100047413
RETAILCAPS,100111080
CS OTHERS,100026614
NEWCHANNEL,156054535
RETAILCAPS,100059887
RETAILCAPS,100038693
RETAILCAPS,100049811
GKA,156064159
WHOLESALES,156066424
RETAILCAPS,156100255
cs OTHERS,100096336
WHOLESALES,100078467
RETAILCAPS,100046135
GKA,100047743
LKA,156058480
RETAILCAPS,100051443
LKA,100026889
RETAILCAPS,100050972
RETAILCAPS,100053428
RETAILCAPS,100030754
WHOLESALES,156061579
RETAILCAPS,100053497
RETAILCAPS,100037353
LKA,156054390
RETAILCAPS,100043734
CS OXXO,156061427
CS OTHERS,100117736
RETAILCAPS,100045305
RETAILCAPS,100052899
GKA,156055810
RETAILCAPS,100041690
RETAILCAPS,100066217
RETAILCAPS,100127690
RETAILCAPS,100054685
RETAILCAPS,100053562
RETAILCAPS,100039977
RETAILCAPS,100052750
RETAILCAPS,100036974
GKA,156058291
RETAILCAPS,100025848
RETAILCAPS,100046116
RETAILCAPS,100040287
CS OTHERS,156059268
P. SIGMA,100059165
WHOLESALES,156055252
CLUBES,156058423
RETAILCAPS,156101358
RETAILCAPS,100063972
RETAILCAPS,100059644
LKA,100095126
RETAILCAPS,100032909
RETAILCAPS,100046357
RETAILCAPS,156064576
RETAILCAPS,100127688
RETAILCAPS,100044567
RETAILCAPS,PL5916V010
WHOLESALES,156055003
RETAILCAPS,156100254
WHOLESALES,100044282
CS OTHERS,100032591
RETAILCAPS,100047365
RETAILCAPS,100064144
RETAILCAPS,100043237
RETAILCAPS,100048396
CS OTHERS,156062106
LKA,156065661
RETAILCAPS,100049605
NEWCHANNEL,156053100
CS OTHERS,100114168
GKA,156057790
RETAILCAPS,100065743
GKA,156054245
LKA,100099781
RETAILCAPS,156062155
WHOLESALES,156063873
LKA,156059575
GKA,156064230
GKA,100031076
RETAILCAPS,PL5884V013
GKA,100102622
CS OTHERS,100114232
GKA,100025140
WHOLESALES,156063869
RETAILCAPS,100057639
RETAILCAPS,PL5918S004
RETAILCAPS,PL5910V030
RETAILCAPS,100039080
WHOLESALES,100069210
RETAILCAPS,100052505
RETAILCAPS,100055945
CS OXXO,156061492
RETAILCAPS,100059116
RETAILCAPS,PL5896S004
RETAILCAPS,100046859
WHOLESALES,100026387
WHOLESALES,156053923
RETAILCAPS,100064903
RETAILCAPS,100049246
RETAILCAPS,100059944
RETAILCAPS,100042157
RETAILCAPS,156100120
RETAILCAPS,100046959
RETAILCAPS,PL5891V018
RETAILCAPS,100049449
WHOLESALES,156053808
CS OTHERS,100066083
GKA,156058294
RETAILCAPS,100061240
GKA,100112163
RETAILCAPS,100065416
RETAILCAPS,100049018
RETAILCAPS,100033722
LKA,156064938
RETAILCAPS,100061413
CS OTHERS,156063368
RETAILCAPS,100065566
WHOLESALES,156062123
RETAILCAPS,100047029
P. SIGMA,156054909
GKA,156058282
WHOLESALES,156064676
RETAILCAPS,100062949
NEWCHANNEL,100068494
CS OXXO,156061429
RETAILCAPS,156065984
WHOLESALES,100074831
WHOLESALES,156053256
RETAILCAPS,100038763
LKA,100027259
LKA,100084199
RETAILCAPS,PL5879S020
RETAILCAPS,100059614
WHOLESALES,100094481
CS OTHERS,156060445
GKA,156065916
RETAILCAPS,156062969
RETAILCAPS,100036218
CS OTHERS,156058807
RETAILCAPS,100045337
RETAILCAPS,100041010
GKA,156057796
WHOLESALES,100024204
LKA,156060496
RETAILCAPS,100047114
RETAILCAPS,100049632
RETAILCAPS,PL5894S021
RETAILCAPS,100063899
GKA,156055440
WHOLESALES,156060719
RETAILCAPS,100048254
RETAILCAPS,100049506
RETAILCAPS,156101296
RETAILCAPS,100043307
WHOLESALES,156064248
GKA,156057667
RETAILCAPS,100056019
RETAILCAPS,156100943
WHOLESALES,156052394
RETAILCAPS,100045840
RETAILCAPS,156100710
RETAILCAPS,100046485
RETAILCAPS,100050551
RETAILCAPS,100060973
WHOLESALES,156064115
LKA,156054741
RETAILCAPS,100038978
GKA,156057783
LKA,156056462
WHOLESALES,156061910
RETAILCAPS,100053431
RETAILCAPS,100042395
CS OTHERS,156063145
WHOLESALES,100027281
LKA,156054622
CS OTHERS,100094825
RETAILCAPS,100066164
CS OXXO,156060214
RETAILCAPS,100062807
WHOLESALES,156060581
RETAILCAPS,PL5875S006
CS OTHERS,100069950
LKA,156064849
CS OTHERS,100073957
RETAILCAPS,100048832
GKA,156055053
RETAILCAPS,156100027
RETAILCAPS,100044915
RETAILCAPS,100032106
RETAILCAPS,100041034
RETAILCAPS,100037406
RETAILCAPS,156066571
CS OTHERS,156062689
CLUBES,100080053
RETAILCAPS,100060549
RETAILCAPS,100067290
CS OXXO,156059156
RETAILCAPS,100030351
RETAILCAPS,156059295
RETAILCAPS,100064800
RETAILCAPS,100034692
RETAILCAPS,PL5869S003
RETAILCAPS,100032977
WHOLESALES,100077510
RETAILCAPS,100061321
RETAILCAPS,156056586
RETAILCAPS,100040470
RETAILCAPS,100042075
RETAILCAPS,100053106
LKA,156057411
GKA,100026502
RETAILCAPS,100055601
WHOLESALES,156064610
RETAILCAPS,100049289
LKA,156053441
RETAILCAPS,100037032
CS OXXO,156063950
RETAILCAPS,100054305
CS OTHERS,156064028
RETAILCAPS,100036266
RETAILCAPS,100096667
RETAILCAPS,100061924
GKA,100097067
RETAILCAPS,100044253
RETAILCAPS,100127473
CS OTHERS,100026865
RETAILCAPS,100047758
CS OTHERS,156058947
RETAILCAPS,156063025
RETAILCAPS,100061753
WHOLESALES,156063119
WHOLESALES,156061635
GKA,100029960
RETAILCAPS,100059760
RETAILCAPS,156064573
WHOLESALES,156063558
RETAILCAPS,100038488
RETAILCAPS,PL5905V027
LKA,156057617
RETAILCAPS,100053849
RETAILCAPS,100044707
RETAILCAPS,100039157
GKA,100113832
RETAILCAPS,100059617
NEWCHANNEL,156058859
RETAILCAPS,156053884
RETAILCAPS,100038728
GKA,156058250
RETAILCAPS,100043025
WHOLESALES,156058766
RETAILCAPS,100051935
RETAILCAPS,156101045
CS OTHERS,100114131
GKA,156053373
WHOLESALES,100058676
LKA,100099286
GKA,100126538
CS OTHERS,100118947
WHOLESALES,156055268
CS OTHERS,100106572
CS OTHERS,100100611
GKA,100030285
RETAILCAPS,100053475
LKA,156064785
RETAILCAPS,100038597
RETAILCAPS,100052741
WHOLESALES,156064894
RETAILCAPS,100032390
RETAILCAPS,100045473
RETAILCAPS,100061346
CS OTHERS,156065670
RETAILCAPS,100043520
RETAILCAPS,100039065
RETAILCAPS,156059478
RETAILCAPS,100041881
RETAILCAPS,100127949
RETAILCAPS,100045237
RETAILCAPS,100049296
RETAILCAPS,100038111
RETAILCAPS,100036901
RETAILCAPS,100062800
RETAILCAPS,100065726
LKA,156063800
LKA,156066423
LKA,156060286
RETAILCAPS,100040847
CS OXXO,156061482
WHOLESALES,156063785
CS OTHERS,156065534
RETAILCAPS,100063682
WHOLESALES,156061848
RETAILCAPS,100046633
RETAILCAPS,100060073
RETAILCAPS,156056572
RETAILCAPS,100041434
RETAILCAPS,100051283
RETAILCAPS,100046442
CS OXXO,156061339
CS OTHERS,156065685
RETAILCAPS,100063216
CS OTHERS,100078859
GKA,156057907
RETAILCAPS,100052082
RETAILCAPS,100046627
RETAILCAPS,100060713
RETAILCAPS,100059656
RETAILCAPS,156100393
RETAILCAPS,PL5885S020
RETAILCAPS,100039896
LKA,100121020
RETAILCAPS,100052011
WHOLESALES,156054920
WHOLESALES,156053427
RETAILCAPS,PL5899V009
CLUBES,156054879
GKA,156056925
RETAILCAPS,PL5917V002
RETAILCAPS,100042386
RETAILCAPS,100046973
RETAILCAPS,100044929
LKA,100072980
WHOLESALES,156058841
RETAILCAPS,100025697
LKA,100025186
NEWCHANNEL,156056150
LKA,156066738
CS OTHERS,100032714
RETAILCAPS,100116522
RETAILCAPS,100057957
WHOLESALES,156058760
RETAILCAPS,100099216
RETAILCAPS,PL5884S035
RETAILCAPS,100043197
RETAILCAPS,100055011
CS OTHERS,100033719
LKA,156054872
LKA,156062388
RETAILCAPS,100041092
GKA,156056092
RETAILCAPS,100055034
RETAILCAPS,100055180
RETAILCAPS,100033588
LKA,156056972
RETAILCAPS,PL5883V014
LKA,156062333
CS OTHERS,100113959
WHOLESALES,156060623
RETAILCAPS,100044055
RETAILCAPS,100046152
RETAILCAPS,100046074
RETAILCAPS,156101339
RETAILCAPS,PL5884S017
RETAILCAPS,156100137
RETAILCAPS,100051780
RETAILCAPS,100051596
RETAILCAPS,100061624
RETAILCAPS,100050095
GKA,100126714
LKA,156064059
RETAILCAPS,100042065
RETAILCAPS,156059749
GKA,100122114
RETAILCAPS,100040448
RETAILCAPS,100042137
RETAILCAPS,100049800
LKA,156056539
RETAILCAPS,100065333
RETAILCAPS,100061273
RETAILCAPS,100061939
RETAILCAPS,PL5907S012
RETAILCAPS,100051848
RETAILCAPS,100045494
RETAILCAPS,100065573
LKA,156062428
CS OTHERS,156060472
WHOLESALES,156062147
RETAILCAPS,100051339
CS OXXO,156060227
LKA,156064345
GKA,156058307
GKA,100056644
RETAILCAPS,100039960
WHOLESALES,156058739
RETAILCAPS,100061728
RETAILCAPS,100065571
RETAILCAPS,100047417
CS OTHERS,100026623
RETAILCAPS,100065925
RETAILCAPS,100064915
WHOLESALES,156055383
CS OTHERS,156064120
RETAILCAPS,156063692
LKA,156056159
WHOLESALES,156064084
LKA,156058441
RETAILCAPS,100041962
RETAILCAPS,156101089
RETAILCAPS,100099220
CS OTHERS,156060543
RETAILCAPS,100060187
RETAILCAPS,100042698
RETAILCAPS,100059627
LKA,100030848
NEWCHANNEL,156054536
LKA,156055905
RETAILCAPS,100119226
RETAILCAPS,PL5916V001
RETAILCAPS,100047781
RETAILCAPS,100047191
RETAILCAPS,100053103
RETAILCAPS,100047856
RETAILCAPS,100040877
LKA,156057086
RETAILCAPS,100047146
LKA,156056362
RETAILCAPS,PL5863S009
RETAILCAPS,100057966
RETAILCAPS,100040474
RETAILCAPS,100055255
RETAILCAPS,100127579
LKA,156066369
RETAILCAPS,100051864
GKA,100111752
RETAILCAPS,100046248
RETAILCAPS,100045018
RETAILCAPS,100110994
CS OXXO,156059934
RETAILCAPS,100039940
RETAILCAPS,100052938
CS OTHERS,100043820
RETAILCAPS,100046717
RETAILCAPS,100047721
CS OTHERS,156059699
WHOLESALES,156053585
LKA,156064351
GKA,100026832
CS OTHERS,156059069
RETAILCAPS,100057953
